ticker,fundamentals_score,trading_signal,confidence,sector,industry,market_cap,current_price,return_on_equity,return_on_assets,return_on_invested_capital,net_profit_margin,debt_to_equity,current_ratio,revenue_growth,earnings_growth,fcf_yield,earnings_quality,pe_ratio,pb_ratio,beta,individual_scores,data_completeness,success
ASML,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CSCO,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
PEP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
QCOM,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ADBE,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AMD,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TMUS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
AMAT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CMCSA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
INTU,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
VRTX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
LIN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
WDAY,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ROST,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ROKU,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ANSS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
IDXX,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CDW,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
TTWO,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ILMN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ARM,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
WBD,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
GFS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
LULU,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ZM,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MDB,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MRNA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ALGN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
LCID,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CRSP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
DOCU,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
OKTA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
BILL,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
BMRN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ZI,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
SGEN,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
PTON,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
BIIB,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
ZS,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CPRT,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
CCEP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
MNST,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
EA,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
XEL,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
KDP,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
DDOG,59.8,HOLD,LOW,Unknown,Unknown,1000000000.0,100.0,15.0,8.0,12.0,10.0,0.5,2.0,10.0,15.0,5.0,1.0,20.0,2.5,1.0,"{'return_on_equity_score': 60, 'return_on_assets_score': 60, 'return_on_invested_capital_score': 60, 'net_profit_margin_score': 60, 'operating_margin_score': 80, 'debt_to_equity_score': 80, 'current_ratio_score': 20, 'quick_ratio_score': 20, 'interest_coverage_score': 60, 'debt_to_assets_score': 100, 'revenue_growth_score': 60, 'earnings_growth_score': 80, 'asset_turnover_score': 20, 'working_capital_turnover_score': 40}",100.0,False
